taxonomy	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502	0.02202	0	0	0.0591	0	0.09856	0	0	0	0	0	0	0	0	0	0	0.11113	0	0	0	0	0	0	0	0	0	0.09734	0	0	0	0	0	0	0.02409	0	0	0	0	0	0	0	0.03688	0	0	0	0	0	0	0	0	0	0	0.11128	0.15101	0	0	0	0	0	0	0	0	0	0	0	0.11782	0	0	0.00197	0	0.10729	0	0	0	0.0902	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_murinus	0.02089	0.00942	0.12955	0.00367	0.03575	0.00446	0.25236	0.0168	0.02883	0.13905	0.08586	0.10136	0.01717	0.09685	0.01894	0.02066	0.11703	0.0845	0.02648	0	0	0.06221	0	0.00051	0.05314	0.06518	0.00475	0.02458	0.55988	0.01849	0.00825	0.0106	0	0.02744	0.09036	0.12377	0.68796	0.03695	0.59137	0.8156	0.22021	0.02979	0.11337	0.05648	0.16657	0.53045	0	0.02249	0.00862	0.01314	0.03907	0.02057	0	0	0.02744	0.04887	0.18661	0.08935	0.05783	0	0.31408	0.0067	0.12363	0.07504	0	0.13305	0.40964	0.3477	0.05996	0.17221	0.00646	0.13555	0	0.00525	0.35576	0.07835	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75073|s__GGB75073_SGB102159	0.02007	0	0	0	0	0	0	0	0	0	0	0	0	0.00809	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	0.05137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01944	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153	0	0	0	0	0.02064	0	0
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956|s__GGB28956_SGB41665	0.01826	0.20136	0.10202	0.15322	0.22812	0	0.06497	0.00788	0.0275	0.32147	0.36249	0.09724	0.21195	0.11815	0.29211	0.45179	0.4308	0.16289	0.06561	0	0.49073	0.12159	0.26302	0.11854	0.15196	0.42203	0	0.25642	0.02216	0.25065	0.35671	0	0	0.34656	0.27928	0.03652	0.06356	0.0681	0.05448	0.31185	0.13343	0.22152	0.05302	0.0064	0.16846	0.03342	0.15055	0.0724	0.1002	0.26127	0.32544	0.39023	0.0616	0.30201	0.08569	0.05332	0.54011	0.04042	0.50591	0.30957	0.06559	0.13274	0.32621	0.09616	0.32955	0	0.11871	0.16123	0.09971	0.11316	0.34238	0.15358	0.08058	0.04803	0.22681	0.19215	0.18389	0.05171	0.26346
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB79804|s__GGB79804_SGB41650	0.01749	0.14919	0.02264	0.13859	0.11922	0	0.01269	0.40307	0	0.33854	0	0.51031	0.10439	0	0.53882	0.00036	0	6.89698	0.07619	0	0.00098	0.00744	0.07273	0	0.00141	0	0.03097	0.47235	0	0.0099	0	0.12372	0.86736	0	0.32764	0.28251	0.07102	0.16389	0	0.25064	0	0	0.04728	0	0	0	0.19827	0.10263	0.10655	0	0.28223	0	0	0	0.01871	0.10955	0	0.28396	0	0.1085	0	0	0.84638	0.24293	0.15222	0.19947	0	0.03893	0.25601	0.2935	0.02244	0.29489	0.09219	0.01204	0	0	0.35737	0.61417	0.18723
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537	0.01645	0.14007	0.13972	0.32867	0.11627	0.26391	0.01974	0.14776	0.13547	0.00089	0	0.173	0.14218	0.42883	0.91197	0.09379	0.5347	0.13717	0.11431	0	0.01374	0.01917	0.11967	0.02788	0.04751	0.03663	0.22223	0.02095	0.08292	0.03163	0.14425	0.02736	0	0.11137	0.56513	0.02616	0.25718	0.23733	0.13555	0.14524	0.022	0.44474	0.08693	0.16638	0.06841	0	0.03945	0.08784	0.0254	0.01856	0	0.10992	0.10556	0.49753	0.18118	0.09438	0.05251	0.02533	0.09898	0.1562	0.02439	0.33796	0.17944	0.4105	0.177	0	0	0.10157	0.13982	0.8278	0.45539	0.16266	0.10293	0.05237	0.10848	0.02862	0	0.26926	0.08824
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659|f__FGB9659|g__GGB79872|s__GGB79872_SGB36958	0.01626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56854	0.00065	0	0	0	0	0	0.19098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.11735	0.10866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp_CU968	0.01469	0.34633	0.07182	0.32807	0.47517	0.15605	0.07674	0.02584	0.03418	0.10037	0.07319	0.86206	0.00266	0.31153	0.31651	0.07108	0.82762	0.32164	0.17648	0	0.07233	0.3142	0.01185	0.04607	0.0334	0.86934	0.25761	0.01116	0	0.36127	0.07003	0.01933	0	0.00534	0.11429	0.0638	0.24827	0.10515	0	0.09517	0.22533	0.51336	0.01976	0.06122	2.39496	0.06273	0.00311	0.11079	0	0.06512	0.10839	1.2643	0.53296	0.61987	0.09278	0.01691	1.17512	0.44794	0.40582	0.01216	0.15315	0.23796	0	0.10393	2.2744	0.27503	0.10536	0	0.1472	0.43443	0.2005	0.13527	0	0.00877	1.02789	0.76955	0	0.10568	0.09533
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455|s__GGB30455_SGB43519	0.01329	0.07396	0.09818	0.21933	0.06044	0	0.0446	0.06209	0.02687	0.46177	0.05594	0.4754	0.04291	0.01848	0.04819	0.05213	0.09895	0.22057	0.00329	0	0.07924	0.02089	0.06521	0.06253	0.00542	0	0.34501	0.06112	0	0	0.13858	0.10484	0	0.0484	0.33019	0	0.01497	0.70962	0	0.07788	0	0.10479	0.32917	0.01408	0.06854	0.00653	0	0.22183	0	0.00565	0.01005	0.03837	0.09579	0.08121	0.63384	0.14073	0	0.03076	0.16718	0.13211	0.03288	0.00988	0.04584	0.26173	0.10781	0.84951	0.0132	0.02147	0.01298	0.52643	0.12284	0.07141	0.0126	0.00108	0.11764	0.08327	0	0.05728	0.25807
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36	0.01037	0	0.00759	0	0	0	0	0	0	0	0	0.18565	0	0	0	0	0	0	0	0.1624	0	0	0	0	0	0	0.05724	0	0	0	0	0	0	0	0	0.10739	0	0.38676	0	0	0	0	0	0	0	0	0.06668	0	0	0	0	0	0	0	0	0	0	0.13738	0	0	0.04921	0	0	0.4237	0	0.15741	0	0	0	0	0	0	0.07465	0.00114	0	0	0	0	0.06838
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi	0.00915	0.22438	0	0	0	0	0.53216	1.80481	0.16619	0.94021	0.40989	0.11469	0.62789	0	0	0.12411	0	0	0.34038	0	1.24286	0.48425	0.78654	0.16846	1.24595	0.92465	1.00893	0.00202	1.1902	0	0.36655	0.65501	13.43193	0.06656	0	0.76497	0	0.03892	0.59804	0.29498	0	0	0.52636	0.06238	0.0403	0.59032	0.08024	0	0.11783	0.14772	0.97827	0.53882	0.07408	0	0	0	0.19622	0	0	0.64263	0.04426	0.42317	0.10871	0.75904	0.57262	0.29292	0.11897	0.37881	0	0	0.42671	0.82948	2.41964	6.0453	0.46838	0.52835	0.33513	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28422|s__GGB28422_SGB41005	0.0072	0.4538	0.00062	0	0	1.91834	0.19256	0	0.01087	0	0.10921	0.19003	0.20902	0	0	0.42662	0.26512	0	0.08274	0	0.02721	0.00106	0	0	0	0.27831	0.12521	0	0	0.2322	0.17841	0.06521	0	0	0.03893	0	0.20584	0	0	0.4023	0.24755	0.23981	0.01844	0.64988	0.0273	0	0	0	0.2133	0.01707	0	0	0.10747	0.06077	0	0.03641	0.01287	0	0	0	0.63979	0	0.14629	0	0	0	0.1184	0.03315	0	0	0	0	0	0.01212	0.00764	0.01412	0.2482	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD21_70	0.00521	0.11842	0	0	0	0	0.09769	0.00741	0.21237	0	0.25778	0	0.10537	0	0	0.41558	0.15444	0.0239	0.02007	0	0.00064	0.11378	0.01317	0.09557	0.05198	0.09395	0.01756	0.00339	0	0.11838	0.03159	0.00738	0	0.2148	0	0	0.07801	0	0	0.03637	0.08351	0.01471	0.04649	0.04693	0	0.00872	0.00082	0	0.10318	0.09096	0	0	0.00625	0	0	0.03313	0.1211	0	0.12593	0	0.14393	0	0.00194	0.01442	0	0.05508	0.06242	0.13006	0	0.00158	0.07007	0.00016	0	0	0.17688	0.04294	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4	0.00094	0.06996	0	0	0.01551	0	0.04095	0	0	0	0	0	0	0	0	0	0	0	0.01658	0	0.13673	0.02553	0	0.01815	0	0	0.01331	0.02766	0	0	0.05437	0	0	0.00232	0	0	0.00104	0	0	0.07684	0	0	0	0.17486	0	0.17637	0	0	0	0.02324	0.02615	0	0	0	0	0.00444	0.14546	0	0	0	0.01428	0	0.14275	0.01097	0	0.03287	0	0.05167	0	0	0.11304	0.02027	0	0	0.09838	0.03748	0	0.02612	0.08282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216	0.00076	0	0.00679	0.06492	0	0	0.00121	0.04775	0	0.03502	0	0.04411	0.05022	0	0.00819	0.00321	0.01415	0.01013	0	0	0	0	0.0194	0	0	0	0.02046	0.02564	0	0	0	0.00387	0	0	0.59081	0.07278	0	0.13054	0	0	0	0.00207	0.68022	0	0	0	0.10692	0.17666	0	0	0.03129	0	0.01361	0.01384	0.05507	0.06559	0	0	0	0.00977	0	0.0968	0	0.16573	0.00427	0.07903	0	0	0.01373	0.16448	0	0.0131	0.01887	0.00641	0	0	0.21066	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4|t__SGB7272	10.72325	0	5.87615	0.09632	11.11396	0	0	25.08552	6.25551	8.39612	0.11883	0.04855	0.11367	0.08725	5.13949	0.08287	2.65798	0.25835	0.15799	5.45791	0.15203	0.14688	27.78355	0.10683	0.93718	0.21678	9.76246	19.09987	9.38412	0.02073	0.07875	24.21491	13.74146	0.2153	4.36987	22.58106	3.02638	29.23148	25.28972	0.36646	0.00948	3.77718	6.28626	0.39102	0.06766	4.49522	14.51279	22.99273	0.63641	0.00064	11.7909	1.2744	0.32028	0.00995	3.27566	1.36197	0.34843	1.13251	0	19.42433	2.23166	27.92615	0.03329	14.28492	8.60496	0.3456	0.02972	0.03117	28.54129	20.8404	2.57412	27.34612	0.0131	0.01105	2.91594	0.15001	20.64664	24.20773	26.80046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41480	9.70236	2.64974	18.20636	9.668	7.30838	0.01658	0.02951	0.00801	2.98418	0.00401	1.03353	9.74944	7.80233	0.05627	2.39493	0.23825	0.00803	0.02298	0.01604	7.03861	1.15864	0.25653	8.65661	1.70767	0.68446	0.4202	13.09447	12.85301	0.12259	0.02797	2.9878	2.01477	0.039	0	0	7.65571	0.23127	5.62562	0.01925	0.3307	0.64496	0.05169	2.41194	0.01071	1.0953	0	9.17284	10.05545	0.00775	0.28583	0	0.0373	0.15129	3.10536	8.38658	2.53155	0.06399	0	0.18023	0.00643	1.8869	10.91558	0.00155	5.51598	0	9.98274	0	0	7.71876	4.37021	0.00718	6.99054	4.5057	0.00646	0.32904	1.45134	6.70266	0.00876	0
k__Bacteria|p__Bacteroidetes|c__CFGB76719|o__OFGB76719|f__FGB76719|g__GGB23844|s__GGB23844_SGB35575|t__SGB35575	9.62307	0.69858	3.73642	0.01261	4.24471	3.01154	0.38725	0	0.19971	0	0.47233	4.75625	0	0	0	0.07014	0	6.72733	0.30346	0	0	0.82891	2.65762	0.69385	0.90643	0.66939	0	4.50191	2.0064	0	0.44626	0	0	1.22438	0	0	0	0	6.88816	1.79665	0	0	2.63963	1.39191	2.78273	1.4608	8.64751	6.0995	0	3.14367	0	0.00122	0.07792	0	7.53469	5.13935	0.17171	1.10381	0.51676	3.64791	0.40989	9.71012	2.66576	0.06339	0	0	0.3822	0.70063	0	0	0	0.60009	3.34603	1.31608	0.91005	2.13322	7.21681	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_typhlonius|t__SGB19394	8.14235	0	0	0	0	0	0	0	0	0	0	0	0	5.26442	0.04051	0	0	0	0	0	0	3.33433	0.02182	0	0	0	0	6.6951	3.75669	0	0	0	0	0	0	0	5.73354	0	4.18075	1.95384	0	0	0	0	0	0	17.23627	0.00068	3.88821	0	0	0	0	0	0	0	0	0	0	5.82193	0	0	0	0	0	0	2.01955	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri|t__SGB19472	7.89477	0	0	0	4.43859	0	0	0	1.5314	0	0	0	0	2.85902	4.42737	0.28165	1.39655	0.03012	0	0	0	0	5.96437	0.89006	1.93726	1.25151	0	0	7.77745	1.01773	0	0	0	1.25916	4.74552	4.15455	0	0	2.19706	0	2.21478	2.94931	0	2.29602	0	0.54322	0	6.79254	0	1.82696	0	0	0	3.18943	6.25499	0	5.58357	13.13992	2.10534	1.17567	0.7199	0	0.70127	1.08884	0	0	1.05119	0.90898	0	3.1938	0	5.47572	0	0	1.02722	1.05013	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41453	5.39058	0	6.7765	0.03042	5.93099	9.16582	0.00129	0.00197	0	3.41883	0.00829	4.39268	0.0231	0.30861	0	0	0	0	0	3.11259	0.02369	0	0	0	0	0	0.03723	10.91665	14.80541	0.01947	0.00671	0	0	0	0	1.73632	0	2.78717	10.03849	0	0	0	5.68533	0.00159	0	0	5.96587	4.17783	0	0	4.73204	0.00057	0.22932	0	0.13223	6.32669	0	0	0	0	0	0	0	0.90278	7.81445	0.04911	0	0	0	0	0	2.16561	0	0	0	0	2.4394	16.53755	12.1667
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424|t__SGB41424	4.79031	0	0	0	0.53225	0	0.0723	0	0.70628	0	0	0.1642	0	0	0	0.00494	0	0	0.05866	0	0	0.69721	0.66358	0.02785	0.02771	0	0.00456	0	0	0	0	0	0	0.04734	0	0	2.8021	0	0	0.57194	0	0	0	0	0	0.03455	0	0.25633	0.63566	0	0.05222	0	0.19317	0	0.03699	0	6.21681	0	0	0.96703	0	0.05685	0	0	0	0	0	0	0	0	0	0	1.98935	0.88105	0	0.01053	0	0.04814	0.47442
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB20149|s__GGB20149_SGB29430|t__SGB29430	4.43263	1.27943	3.23867	8.17518	0.07268	0	0.13251	0.92448	1.70426	6.16623	1.02388	0.67143	1.9114	0.00687	0.05414	0.06254	0	0	0	2.7348	0.0882	0.19997	3.99412	0.74545	2.18689	0.51119	0.11738	8.04748	0.02602	0	0.70491	0.44048	0.00082	1.29461	1.67827	2.23439	0	0.05712	0	0.07741	0	0.01399	1.69421	1.95714	1.14066	0	8.45966	4.31727	0.20207	0.25614	0.62218	0	0.26499	0	2.276	1.23191	0	0	0	7.33858	0	4.82824	0	4.61054	0.43544	0.51195	0	0	2.87353	3.45939	1.68511	0	0.01013	0.00812	0.24825	0.68101	0.31203	0.00493	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28904|s__GGB28904_SGB41597|t__SGB41597	4.27595	2.94366	21.47929	7.87436	2.14524	0.10522	1.83657	11.21993	0.83801	13.87501	2.14551	8.19771	12.74737	3.25264	13.5	4.07488	0.56123	0.29757	0.42423	9.79927	0.37588	0.69014	2.06621	1.01725	2.1242	1.47042	1.55744	2.82931	7.03106	2.35261	2.31783	3.67123	8.84447	0.85905	14.87488	4.86914	0.13101	4.65263	3.32124	2.83381	0.87943	0.32015	4.27229	0.90369	1.89026	2.22005	1.27579	0.94574	0.92674	1.81078	20.19485	0.67879	0.42192	1.39595	1.82565	5.46672	1.37789	2.53469	2.38514	0.51634	2.38468	1.74949	0.44109	2.07784	1.80071	2.74053	1.28041	0.98512	6.5819	3.55018	3.79032	1.70238	0.32574	0.02501	0.68546	0.2703	3.6519	3.83623	5.19215
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sartorii|t__SGB1813	3.70576	0	0	0	0	0	0	0	0.00064	0	0	0	0	0	0	0.00254	0	0	0	0	0	0.01935	0	0	0	0	0	1.20907	0	0	0	0	0	0	0	1.00132	1.19516	0	0	0.0211	0	0	0	0.11841	0	0	1.17558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6658	0	0	0.06134	0	0	0	0	0	0.205	0.07538	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76004|o__OFGB76004|f__FGB76004|g__GGB28250|s__GGB28250_SGB40793|t__SGB40793	3.69241	0	0	0	0	0	0.25496	0	0.27665	0	0	0	0	0	0	0.15638	0	0	0.8055	0	1.43499	0.48793	0.93367	0.83387	0.73947	0.736	0	1.12801	0	0	0	0	0	0.75597	0	0	0	0	0	0.80792	0	0	0	1.00522	0	0.6032	2.70886	0	0.67777	1.28791	0	0	0	0	0	0	0.02559	0	0	0.49241	0.20909	0	0	0	0	0	0.06397	0	0	0	0	0	1.34603	0.89116	0	0	0.38119	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_L10_4|t__SGB27790	3.56964	0.20621	1.95571	4.04382	11.35231	18.77324	0.45562	2.65704	0.05156	3.683	0	2.53226	6.48093	9.44464	13.54967	0.07485	0.447	4.29729	1.6587	3.76867	1.84752	0.05768	0.83658	0.07907	0.21213	0.47216	2.61378	0.46088	6.70215	0.74058	0.25559	3.70529	0.04652	0.23057	9.19292	5.0318	1.02884	1.87869	6.22703	0.24152	0.75499	0.51093	2.11835	0.35818	3.39736	0.53537	0.67305	0	0	0.08704	12.92243	2.17125	0.59816	1.41343	0	7.97353	0.97669	0.51288	0.85568	0.36324	0.04083	0	2.40974	3.31356	0.00523	1.89947	0.06839	0.67962	7.16808	3.55306	0.08704	5.67835	0	0.02719	0.03081	0.92734	0.95367	12.17049	4.02821
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41554	2.67607	0	0	0	0	0	1.37046	0.01873	2.25961	0	0	0	0	0	0	4.06027	0.08413	0.06886	0.1072	0	0.00961	0.1846	0	0	0	0	0	2.2303	2.99673	0	0	0	0	0	0	0	0	0	0.56388	0	0	0	0	0	1.25677	0	1.98775	0	3.69142	0	0	0	0	0	0	0	0	0	0	0	5.21975	0.00527	0	0	3.40636	0.04216	0	0	0	0	0	0.14926	0	0	0	0	0	0	1.12589
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28863|s__GGB28863_SGB41533|t__SGB41533	2.16816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB62427|s__GGB62427_SGB41546|t__SGB41546	1.79242	0.9559	9.2297	6.24069	0.41516	0	0.2039	3.91266	0.71356	3.85915	0.46808	1.1989	2.66428	0.04733	5.41377	0.49989	0.52693	0.02789	0.27985	3.95125	0.06484	0.10333	1.10114	0.47392	0.04668	0.11594	1.83295	3.57799	2.70331	0.61845	0.91134	4.91578	0.08124	0.07873	6.01901	2.38469	0.24333	3.11114	2.67233	0.0711	0.76938	0.41036	2.66596	0.30639	0.83255	0.3791	3.7286	3.27675	0.06259	0.51609	2.96648	0.44187	0.14196	0.77627	4.73427	2.9049	0.01753	0.59314	1.42856	0.80444	0.324	0.35779	0.1513	2.5992	2.3701	2.81231	0.15926	0.15217	0.81182	4.54662	0.98369	0.79415	0	0.02609	0.39387	0.19537	4.45032	1.71915	3.17295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836|s__GGB28836_SGB41496|t__SGB41496	0.99305	2.15826	0.00066	1.34418	0.00405	0.05984	0	1.7496	0.37518	0.60534	1.1068	0.01549	1.18077	0.48882	0.03785	2.84126	0.17606	0.05773	0.07906	0.48973	0.00815	0.38385	0.31228	0	2.08636	0.01099	0.01703	0.40731	0.71321	0.20451	1.09765	0.87845	0.00235	0.20713	0.01363	1.19987	0.24612	0.44598	4.55549	3.31126	0.45866	0.07381	0.04915	2.89939	0.454	2.43355	1.46482	2.16112	0.67246	1.29107	0.99696	0.06317	0	0.00475	1.45168	0	0	0	0	1.01143	2.31329	0	0.00268	0.94184	3.92891	1.0089	2.10358	0.09759	0.01955	1.02778	0.82105	2.60265	0.03408	0	1.80179	2.22742	0	1.61232	4.58029
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317|s__GGB28317_SGB40889|t__SGB40889	0.95136	0.15034	0	0.90234	1.42147	3.22363	0.11111	0.60708	0.09387	1.29745	0.09772	0.43856	0.29908	0.78601	1.88847	0.11699	0.129	0	0.4217	1.15299	0.08562	0.03883	0.01221	0.08065	0.05782	0.24924	0.72805	0.39155	0	0.05807	0.15207	0.61046	0	0.0644	1.35635	0.45104	0.29588	1.15235	0.13224	0.06111	0.02013	0.18781	1.5057	0.02931	0.02596	0.07601	0.75538	0	0.16448	0.11559	1.03302	0.1516	0.30686	0.38876	0	0.5733	0.02973	2.64829	0.05088	0	0.00952	0	0.35418	1.24908	0	1.38044	0	0.05261	0.27965	0.19023	0.33375	0.73579	0.4959	0.09104	0	0.09011	0.96643	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2|t__SGB7275	0.95074	2.46343	0.75502	2.40445	1.55676	0.82075	0.12997	0.0044	0.01768	0.01576	0.82438	0	3.19944	1.91555	0.72449	0.17947	0.02503	2.11304	1.56559	0	0.03593	0.26264	1.4087	0.4215	0.18444	0.86216	0.67754	1.01168	0	0.15236	2.37264	0.04496	0	0.07077	0.72701	0.83159	0.02601	0	0.11004	0.33042	0.02058	0.02013	1.02234	0.90874	1.09278	0.15634	0.34595	1.3033	0.15612	0.04387	0	0.62341	0.06074	0.1471	0.61888	1.41796	0.01601	0.05964	0.0556	0.28129	0.83496	0.30901	0.25288	0.36802	0.305	0.04436	0.18128	0.32198	1.93185	0.04714	0.43568	0.30408	0.05451	0.63186	0.28108	0.42086	0.17263	1.53487	1.95526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens|t__SGB27814	0.90168	0.17049	0.13621	0.29741	2.19798	2.58564	0	0.13146	0.01002	0.35234	0	0.7602	0.65425	0.99771	1.92492	0	0.03308	2.5047	0.74781	0	0.22582	0	0.22149	0	0.00896	0.0506	0	0.33292	0.22244	0.03767	0.03573	0.21854	4.78392	0.00191	0.84464	1.02603	0.1751	0	0.47038	0.01784	0.03453	0.21179	0.18346	0.00795	0	0.0102	0.32536	0.59518	0	0.01249	0.81249	0	0.08128	0.25336	0.83724	0.37049	0.13501	0.55351	0	0.19969	0	0	0.03023	0.87433	0	0	0.02096	0.01564	0.5002	0.95087	0.13356	0.73708	0.05674	0.09005	0	0	0	3.60978	0.63763
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__GGB28248|s__GGB28248_SGB40791|t__SGB40791	0.81454	0	0	0	0	0	1.18752	0.00116	0.91615	0	0	3.10909	0	0	0	0.32026	0	0	9.99264	0	4.02767	4.34541	2.28692	0.76237	0.6296	1.97135	0.02227	0.36276	0	0	0	0	0	2.43551	0	0	0	0	0	2.71636	0	0	0	0.63167	0.90255	2.61545	1.50843	0	1.4436	0.81767	0	0	0	0	0	0	0.37265	0	0.81287	1.80095	1.47772	0	0	0.8147	0	0	0.17855	0	0	0	0	0	1.17792	0.55671	0.94121	1.87103	1.21061	0	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43266|t__SGB43266	0.80042	0	0	1.33668	0	0	0	0.11537	0.04091	0.20705	0	0.00921	0	0.19166	0.57401	0	0	0	0	0.15186	0.0169	0.00351	0.04082	0	0.00306	0	0.20216	0.05319	0	0	0	0.24812	2.54323	0.00473	0	0.6799	0	0	0	0	0	0.08051	0.14331	0.003	0	0	0.40429	0.13152	0	0	0.02231	0	0.00752	0.05823	0.13217	0.28159	0	0	0.2923	0.20109	0	0.33794	0	1.07909	0	0.4444	0	0	0	0.12865	0.0286	0.02185	0.02479	0	0	0.05043	0	0.35746	0.31823
