taxonomy	C007	C008	C009	C012	C015	C016	C017	C020	C023	C025	C025_n	C025_r	C026	C027	C028	C029	C030	C030_r	C031	C033	C035	C036	C037	C039	C040	C042	C042_r	C043	C043_r	C045	C046	C047	C049	C050	C052	C053	C055	C057	C060	C061	C061_r	C063	C063_r	C065	C068	C070	C071	C072	C073	C075	C077	C079	C081	C082	C083	C084	C084_r	C085	C085_n	C086	C089	C089_n	C090	C093	C094	C095	C096	C097	C099	C100	C101	C102	C103	C104	C105	C108	C109	C110	C112	C113	C114	C115	C116	C117	C118	C119	C124	C126	C127	C128	C129	C133	C134	C135	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151	C152	C153	C154	C155	C156	C157	C158	C159	C160	C162	C163	C164	C165	C166	C167	C168	C169	C170	C172	C173	C174	C175	C176	C178	C179	C180	C181	C182	C183	C184	C185	C186	C187	C188	C190	C191	C196	C197	C198	C199	C200	C201	C202	C203	C204	C205	C206	C207	C208	C209	C210	C211	C212	C213	C214	C215	C216	C217	C218	C219	C220	C221	C222	C223	C224	C225	C226	C227	C228	C229	C230	C232	C233	C234	C235	C237	C238	C240	C241	C242	C243	C244	C245	C246	C247	C248	C249	C250	C251	C252	C253	C254	C256	C257	C259	C260	C261	C262	C263	C264	C265	C266	C267	C268	C269	C270
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0	0.08542	0.30839	0.01815	0.00309	7e-05	0.3251	0.00513	1.96321	0.04464	0.02217	0.0387	0	0.11039	0	0.00145	0	0	0.156	0	0.12841	0	0	0	0.01402	0.51877	0.46527	0.00215	0	0	0.00184	0	0.04013	0	0	0.15109	0	0	0	0	0	0	0	0.04205	0	0.02258	0	0.24325	0.0033	0	0	0.72238	0	0	0.65555	0	0	0.01788	0.02119	0.03053	0	0	0.01189	0	0	0	0.1411	0	0.01591	0.00255	0.00138	0.00169	0	0	0	0.09323	0	0.00494	0	0	0	0	0.17713	0	0	0	0	0	0	0	0	0	0	0.00219	0	0	0	0	0	0	0.26186	2.04738	0	0	0	0	0	0	0	0.09028	0	0	0	0	0.04446	0	0	0	0	0.08519	0	0	24.10951	0	0.02823	0	0.00827	0	0	3.98515	0	0.00266	0	0	0	0	0	0.00691	0.18843	0.02916	0	0.04014	0.11812	0.00854	0	0	0	0	0.15493	0	0	2.30069	0.01423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06257	0.22175	0	0.00113	0	0	0	0.03501	0	0	0	0.0199	0	0	0.00197	0	0	0	0	0	0	0	0	1.88898	0.00975	0	0	0	0	0	0	0	0	0.66271	0.06895	0	0	0	0	0	0	0	0.03233
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0	0.0843	0	0.04809	0.0314	0.07304	0.27464	0	0	0	0	0	0	0	0	0	0.37976	0.31238	0	0	0	0.56346	0	0	0.09582	0	0	0	0	0	0.0133	0	0.13212	0	2.28026	0.00949	0	0.08198	0	0	0	0.10537	0.11055	0.86496	0	0.02079	0.00047	0	0	0	0.00605	0	0	0.03824	0	0	0	0.21791	0.38941	0.43903	0	0	0.02176	0	0	0	0.04824	0.20289	0.28338	0.20214	0.14588	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	1.47668	0	0.44926	0.1636	0.13399	0	0	0	0	1.23226	0	0	0	0	0	0	0	0.08953	0	0	0	0.07776	0.05064	0	0	0	0.23494	0	0	0	0	0.0124	0.07432	0.0066	0	0.00058	0	0	0	0	0.19293	0	0	0	0	0	0	0	0	0	1.07379	0	0.00372	0	0.2162	1.2794	0	0	0	0	0.4485	0	0.0346	0	0	0	0	0.28738	0	0.6123	0.09268	0.06943	0	0	0	0	0	0.35495	0	0.05927	0.0508	0	0	0	0	0	0	0	0	0	0	0	0	3.72862	0	0	0	0.03422	0.08255	0	0	0	0	0	1.12979	0.01445	0.41265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15869	0.06435	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479	0	0.08288	0.00024	0.18251	0.12031	0	0.59019	0.33047	0	0.3318	0.27543	0.35207	0.62822	0.00044	0.06745	0	0.04436	0.04166	0.11083	0.06245	0.03151	0	0	0.00595	0.13735	0	0	0.01989	0.01501	0.02407	0.54818	0	0.20531	0.02496	0	0.03459	0.02438	0	0	0.09565	0.10445	0.4972	0.49908	0	0.06034	0.06752	0	0.54973	0	0.00998	0.20237	0.32594	0	0.41537	0	0	0	0.21462	0.21875	0.52779	0.04352	0.0546	0.24491	0	0.33512	0	0.25357	0	0.03059	0.17242	0.25134	0	0.15298	0	0.21319	0.03944	0	0.07025	0.01544	0	0	0.24013	0.09156	0	0	0.01016	0	0.16293	0.01297	0	0.75091	0.01502	0.2402	0.11114	0	0.15206	0.2692	0	0.09497	0.02926	0.01736	0	0	0	0	0	0.44153	0.30876	0.71389	0	0	0.11522	0	0	0	0	0	0.08059	0.03576	0	0.21291	0	0	0.05822	0.27144	0.04623	0.12715	0	0.2872	0.31539	0	0.01366	0	0.16872	0	0.32612	0	0.23283	0	0.31496	0	0.14204	0.02787	0	0	0.48232	0	0.30867	0.00124	0	0	0.18939	0.03897	0	0.39147	0.09611	0	0	0	0.54062	0	0.80284	0.0954	0.35694	0	0.06391	0	0.07499	0.3631	0.03062	0.31493	0	0	0.05745	0.06539	0	0	0	0	0	0	0	0.30952	0.05808	0	0.51877	0	0.01577	0.39521	0	0.78087	0	0.31502	0.16285	0	0	0	0	0.12655	0	0	0.56569	0.33668	0	0	0.00127	0.61959	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9659	0	0.06173	0	0.1156	0.00795	0	0.02705	0.06499	0	0.17552	0.3173	0.16721	0.17761	0	0.00555	0	0.01537	0.0093	0.09402	0.11214	0.8866	0.00358	0	0	0.04166	0.06338	0.0615	0.01035	0.00692	0.70833	0.138	0	0.18231	0	0	0.29872	0.47406	0	0	0.63944	0.53854	0.23983	0.225	0	0.01931	0.18163	0	0.30441	0	0	0.14575	0.41854	0	0.13624	0	0	0	0.00265	0.00418	0.07652	0.01669	0.00994	0.01794	0	0.06852	0	0.0077	0	0	0.1091	0.2725	0.00309	0.31005	0	1.1056	0.04809	0	0	0.11882	0	0	0	0	0	0	0.00509	0	0.02877	0.03463	0.31989	0.01006	0.54565	0.25523	0.70537	0	0.78679	0.30015	0	0.02275	0.0294	0.36846	0	0	0	0	0	0.15093	0.21866	0.22875	0	0	0.27397	0	0	0	0	0	0	0	0	0.01512	0	0	0.41489	0.25138	0	0	0	0.15996	10.86902	0.02171	0.24735	0	0.11933	0	0.05384	0	0.01428	0	7.01147	0	0.07338	0.17676	0	0	0.08796	0	0.27409	0.04687	0	0	0.81748	0.1049	0	0.10742	0.01502	0.23314	0	0	0	0	0	0.01781	0.24803	0	0.00346	0	0.18958	0.05702	0.052	0.77777	0	0	0.25915	0.00675	0	0	0	0	0	0	0	0.18064	0.08765	0	0.01391	0	0.14973	0.44379	0	0.08703	0	0.06605	0.23446	0	0	0	0	0	0	0	0.06971	0	0	0	0.00123	0.04021	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10349	0	0.05155	0	0	0	0	0	0	0	0.02649	0.05224	0.02321	0.00382	0	0.00351	0	0	0	0.22522	0	0.04501	0	0	0.1326	0.0045	0	0	0.16353	0.16379	0.13307	0.03359	0	0.00369	0.26783	0	0.11207	0.13092	0	0	0.01626	0.00974	0	0	0	0.00914	0.14137	0	0	0	0	0	0	0	0	0	0	0	0.04205	0.04999	0.0885	0.00018	0	0.0545	0	0	0	0	0	0	0.02981	0.07945	0	0.01407	0	0.01685	0.04479	0	0	0.009	0	0	0.0531	0	0	0	0	0	0.01786	0	0.00703	0	0.15725	0.01981	0.01981	0	0.01569	0.06988	0	0.0061	0.45566	0	0	0	0	0	0	0.17341	0.11483	0.02336	0	0	0.56496	0	0	0	0	0	0	0.00697	0	0	0	0	0	0.01195	0	0	0	0.00639	0.17307	0	0.0218	0	0.12629	0	0.0791	0	0	0	0	0	0.28984	0.01727	0	0	0.12944	0	0.03059	0	0	0	0	0.03508	0	0	0.00368	0	0	0	0.12789	0	0	0	0.13531	0	0.17936	0	0.0286	0	0.02493	0.01189	0	0	0.00241	0.00946	0	0	0	0	0	0	0	0	0	0	0.06922	0	0	0.0203	0	0.12508	0	0.10223	0.03813	0	0	0	0	0.00299	0	0	0	0.02022	0	0	0.00182	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76244	0	0.05021	0.00018	0.02405	0.00911	0.00158	0.17593	0.02363	0	0.12033	0.21802	0.12267	0.02552	0	0.06759	0	0.04452	0.03667	0.00035	0.00766	0.0709	0	0	0.14446	0.01709	0	0	0.01301	0.00629	0.07764	0.02731	0.00032	0.08624	0.06311	0	0.04557	0.07001	0.00064	0	0.21216	0.21278	0.10115	0.11391	0	0.0044	0.03218	0	0.00654	0	0	0.07901	0.00889	0.00415	0.08824	0.01508	0	0	0.01413	0.0153	0.01384	0.05582	0.06407	0.00058	0	0.08799	0	0.03259	0	0.01914	0.08453	0.13591	0	0.09608	0	0.25319	0.13219	0	0.07237	0.02383	0	0	0.01299	0	0	0	0.01456	0	0.01232	0.16956	0.36403	0.12691	0.0083	0.16173	0.09138	0	0.04943	0.01862	0	0.01361	0.03036	0.00384	0	0.08924	0	0	0	0.01897	0.00851	0.06062	0	0	0.04334	0	0	0	0	0	0.05176	0.03117	0	0.00759	0	0	0.05847	0.03783	0.01855	0.01908	0.03876	0.07367	0.08877	0	0.04893	0	0.08195	0.00214	0.10294	0	0.21958	0.00717	0.00347	0	0.03285	0.09485	0	0	0.13897	0	0.11089	0.11129	0	0	0.07665	0.09881	0	0.08001	0.00228	0.12387	0	0	0.09672	0	0.00926	0.10702	0.03385	0	0.06589	0	0.04296	0.0387	0.10768	0.07026	0	0	0.0227	0	0	0	0.01533	0	0	0	0	0.01739	0.03214	0	0.04161	0	0.1092	0.02378	0	0.04775	0	0.03382	0.1058	0	0	0	0	0.09684	0	0	0.03696	0	0	0	0	0.04741	0	0.00126	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318	0	0.04458	0	0.01748	0.32447	0	0.49541	0.01729	0	0.40904	0.31181	0.4448	0.54907	0	0.20537	0	0.09616	0.10676	1.39799	0.13477	0.1149	0.08144	0.02407	0.01891	0.16754	0	0	0.24163	0.23454	0.65047	0.24109	0	0.10659	0.04578	0	0.3647	0.62187	0	0	0.24428	0.24092	0.21464	0.20451	0	0.24619	0.35003	0	0	0	0	0.01083	0	0	0.02456	0	0.02272	0.0225	0.00811	0.00698	0.05308	0.03287	0.03292	0.57929	0	0.30023	0	0.26123	0.08051	0.09514	0.25193	0.3194	0.35012	0	0	0.14393	1.34739	0	0.01815	0.20237	0	0	0.02296	0	0	0	0.17351	0	0.44992	0.00609	0.04711	2.42456	0	1.0632	0.11895	0.00076	0.84199	0.52522	0	0.30197	0.67512	0.48935	0	0.08058	0	0	0	1.36433	1.64297	0.31881	0	0	0.56886	0	0	0	0	0	0.16311	0.0207	0	0.01492	0	0	0.0909	0.19059	0.03396	0.01626	0	0.46427	0.39734	0	0.10159	0	0.04648	0	0	0	0.45961	0	0.07057	0	0.17458	0.10319	0	0	0.071	0	0.42931	0.08848	0	0.07264	0.64146	0.42664	0	0	0.04496	0.14115	0	0	0.11662	0	0.00769	0.09368	0.49742	0	0.40983	0.07344	0.64645	0.00324	0.15671	0.41073	0	0	0.18169	0.00454	0	0	0	0	0	0	0	0.12267	0.21662	0	0.34215	0	0.07561	0	0	0	0	0.06906	0.46402	0	0	0.01298	0	0.01073	0	0	0	0.01914	0	0	0.01245	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76226	0	0.03731	0	0	0	0	0	0	0	0.00769	0.02681	0.00716	0	0	0	0	0	0	0	0.00067	0	0	0	0	0.00425	0	0	0.02627	0.01836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09148	0	0	0	0.05747	0.06903	0	0	0	0	0	0.07918	0	0	0	0.08118	0	0	0	0	0	0	0	0	0	0	0	0	0.00138	0	0	0	0.05052	0	0	0.06168	0.00591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20879	0	0.1548	0	0	0	0	0.05046	0	0	0	0	0	0	0	0	0	0.0313	0	0.22208	0.01066	0	0	0	0	0	0	0.00204	0	0	0	0	0.00662	0	0	0	0	0	0.06436	0	0	0	0	0	0	0	0	0	0.09213	0	0.01262	0	0	0	0	0.08478	0	0.00219	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0	0.03306	0.09048	0	0	0	1.71001	0	0.14045	0	0	0	0	3.45022	0	0.00772	0.18472	0.20376	0	0	0.40608	0.42876	0	0.02405	0.01617	0.99871	1.00691	0.03232	0.0297	0	0	0.02131	0	0.00161	0.03638	0	0	0.03647	0.68925	0	0	0.04461	0.04794	0.05484	0	0	0.09451	0.00415	0.29981	0.0183	0	0	0	0.19951	0.04918	0.12098	0.19091	0.33322	0.3606	0.68075	0.05765	0.04825	0.32228	0.01073	0.29255	0.16313	0.10872	0.1119	0.02601	0.07024	0.04086	0.07955	0	0.14269	0	0.3618	1.30916	0	0.14993	0.18509	0	0	0.15737	1.96763	0	1.52547	0	0	0.25112	0.26427	0	0.02249	0	0.00021	0	0	0	0.68584	0.02463	0	0	0.05038	0.053	0.00169	0.54455	0.01966	0	0	0	0.72934	0.07195	0	0	1.45546	0.76771	0	0.0308	0.05555	0.03643	1.86557	0	0.01237	0	0.03089	0.00277	0	0.01683	0.01134	0.13723	0.00173	0.02079	0	0	0	0	0.34612	0.1123	0.00072	0.15449	0	0	0	0.06013	0.88741	1.26421	0	0.61359	0	0	0.02602	0	0	0.01014	0	0.87404	0.02553	0.28889	0.00442	0.23561	0.28411	0.87601	0	0	0	0	0	0.05143	0.01934	0	0.28034	0.12776	0.15301	0.92496	0.14108	0	0	0.34681	0.21814	0.00886	0	0.47966	0	0	0.83166	0.00747	0.05234	0.40402	0.12547	0	0	0.51514	0.15375	0.34022	0	0.41708	0	0.12693	0.22728	0.0225	0.08228	0.01042	0	0.01202	0.23567	0.36871	0	0.01549	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234	0	0.02561	0	0.05782	0	0	0	0	0	0.00529	0.00318	0.00322	0	0	0	0	0.17785	0.1675	0.23627	0	0.00563	0	0.00933	0	0	0	0	0.0224	0.01515	0.04301	0.01428	0	0.34877	0	0	0.02587	0.05124	0	0	0	0	0.00034	0.00022	0	0	0	0.0173	0.03148	0.00056	0	0	0.17851	0	1e-04	0	0	0	0.15285	0.24933	0.12537	0.00827	0.006	0.60223	0	0	0	0	0	0.09276	0.01792	0.16401	0.00042	0	0.01704	0.01163	0	0	0	0	0	0	0.05546	0	0	0	0.11451	0	0.02962	0	0	0.03712	0	0.00276	0.00545	0	0	0.00518	0	0	0.03336	0	0	0	0	0	0.09684	0.00044	0.01671	0	0	0	0	0	0	0	0	0	0	0.21516	0	0	0	0	0	0.00029	0	0	0.01144	0	0	0.00159	0	0	0	0	0.00855	0	0.00154	0	0.00766	0	0.21274	0.01988	0	0	0	0	0.03057	0.044	0	0.02426	0	0.00633	0	0	0	0	0	0	0	0	0	0.00525	0.11295	0	0.03229	0	0.00823	0.00555	0	0.07579	0	0	0.01564	0	0	0	0.00736	0	0	0	0	0.02062	0.0116	0	0.0168	0	0	0.01483	0	0.3279	0	0.00063	0.00397	0	0	0	0	0	0	0	0.06018	0	0	0	0	0.08931	0	0.22821	0
k__Bacteria|p__Firmicutes|c__CFGB76166	0	0.0179	0	0	0.22091	0	0	0.74052	0	0.19495	0.21784	0.2189	0.42966	0.00124	0.01557	0	0.02211	0.01894	1.01032	0	0.01911	0	0	0	0.36083	0	0	0.05119	0.05479	0	0	0	0.43954	0	0	0.22254	0	0	0	0	0	0.02159	0.01747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01662	0.07223	0.08577	0.20396	0	0	0	0.06853	0	0.07564	0.18939	0.24607	0.03396	0	0	0	0.17613	0	0	0	0	0	0	0	0	0	0.11647	0	0	0	0	0	0	0.8029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09993	0.38963	0	0	0	0	0	0	0	0	0	0.40966	0	0.49135	0	0	0	0	0	0.25498	0	0	0	0	0.75843	0	0	0	0	0	0	0	0	0	0.52857	0	0	0.3001	0	0.43914	0	0	0.38065	0	0	0.0855	0.00548	0	0	0	0	0	0	0	0	0	0	0.52895	0	0	0	0	0.04594	0	0	0	0	0	0	0	0	0	0	0	0.06528	0	0	0.05941	0.7045	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB6233	0	0.01384	0.00013	0.00394	0	0	0	0.00402	0	0	0	0	0	0	0	0	0	0	2e-05	0	0	0	0	0	0.00314	0	0	0.00164	0.00065	0	0	0	0	0	0	0.00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00647	0	0	0	0	0	0	0	0	0	0	0	0	0.00434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02464	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB73496	0	0.01216	0.00194	0.03832	0.04131	0	0.25062	0.01012	0	0.06066	0.02893	0.06179	0.0072	0	0	0	0.00197	0.00346	0.04137	0.00782	0.01896	0.02028	0	0.00048	0.00617	0	0	0.03219	0.02595	0.01483	0	0	0.03365	0.00397	0	0	0.02187	0	0	0.00223	0.00272	0	0	0	0.02852	0.06608	0.01051	0.00381	0.00211	0	0	0.03265	0.00021	0.0101	0	0	0.00078	0.01123	0.00835	0.01094	0.00455	0.00382	7e-04	0	0.00697	0.00401	0.02157	0.00238	0.00275	0.0117	0.0079	0.01484	0	0	0.0261	1.0597	0	0	0.00783	0	0	0.00998	0	0	0	0.38126	0	0.0773	0	0.03031	0.23745	0.00328	0.05258	0.01036	0	0.00683	0.06985	0	0	0.00606	0.01707	0	0	0	0.05679	0	0	0	0.05299	0	0	0	0	0	0	0	0	0	0	0	0.0123	0	0	0	0	0	0	0.01365	0.00875	0.00623	0	0	0	0.00699	0	0.00636	0	0.06358	0	0.01164	0	0.02515	0	0.00738	0	0	0	0	0.01065	0	0	0.01188	0.041	0	0.00284	0.00796	0.00367	0	0	0	0	0.06296	0.01073	0.01994	0	0	0	0.03902	0.10538	0.00685	0	0	0	0.01675	0.02923	0	0	0	0	0	0	0	0.00304	0.02885	0	0.00084	0	0	0.00341	0	0.00849	0	0	0.01655	0	0	0.00253	0	0.00078	0	0	0.0253	0.01202	0	0	0	0.04736	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76351	0	0.00891	0	0	1.32284	0.01373	0	0.03195	0	0	0	0	0.32047	0.00117	0	0	0.36414	0.35015	1.13023	0.36417	0.26977	0	0	0.40224	0.04313	0.00077	0	0.7496	0.67527	0.06202	0.26181	0	0.03618	0.37597	0	0.18421	0.06392	0	0	0	0	1.00691	1.11347	0	0.01141	0.15882	0	0.16551	0	0	0.08059	0.70666	0	1.01055	0	0	0	0	0	0.0095	0.03472	0.02924	0.00078	0	0.18717	0	0.03151	0	0.02268	0.03895	0	0.36636	0	0	0	0	0	0.01846	0	0	0	0	0	0	0	0.22757	0	0	0.21441	0.01687	0	0	0.00712	0	0	0.08146	0	0	0.1181	0.04875	0.28603	0	0.05903	0	0	0	0.00891	0.0311	0	0	0	0	0	0	0	0	0	0.02949	0	0	0.03059	0	0	0	0.11131	0	0	0	0	0	0	0	0	0.29031	0	0.22126	0	0	0	0.0065	0	0	0	0	0	0	0	0	0.03013	0	0	0	0.07069	0	0.03024	0.0884	0.023	0	0	0	0	0	0	0.03275	0	0.06852	0	0	0	0.34465	0.05216	0	0	0.08535	0.26542	0	0	0	0	0	0	0	0.25659	0.54622	0	0	0	0	0	0	0.43514	0	0	0.42802	0	0	0	0	0.08371	0	0	0.02089	0.03346	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76310	0	0.00879	0	0.01352	0.16338	0	0	0.07159	0	0	0	0	0	0	0.1305	0	0.06226	0.05543	0.00935	0	0.05406	0	0	0	0.0097	0	0	0	0	0.03844	0.02112	0	0	0	0	0	0.00793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19855	0.16397	0	0	0.59607	0	0	0	0.23109	0.3313	0.04178	0.15554	0.37482	0	0	0.78349	0	0	0.55857	0	0	0	0	0	0	0.26366	0	0.17173	0	0	0	0	0.02298	0	0	0	0	0	0.68583	0.02722	0	0	0	0	0	0	0.0033	0.00692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32622	0	0	0	0	0	0	0	0.0086	0	0	0	0.55806	0	0	0	0	0	0	0.00281	0	0	0.02722	0	0	0.02156	0	0	0	0	0	0	0	0	0	0	0	0	0.00274	0	0.02426	0	0	0	0	0	0	0	0	0	0.00185	0.12	0	0	0	0	0	0	0	0	0	0	0.12696	0	0	0	0	0.65093	0	0	0.10884	0	0	0	0	0	0	0	0	0	0	0	0.0803	0.00128	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76081	0	0.00526	0	0	0.04414	0	0	0	0	0.02665	0.07474	0.02393	0	0	0.01455	0	0.03162	0.01219	0.11908	0	1.39381	0	0	0	0	0	0	0.39619	0.36577	0.344	0	0	1.90624	0	0	0.05484	0.27729	0	0	0	0	0	0	0	0	0.04623	0	0	0	0	0	0.30796	0	0	0	0.01813	0	0.00511	0.01318	0	0.00189	0.00029	0.05431	0	0.74143	0	0.25376	0.18302	0.00462	0.06762	0.12826	0.11984	0	0	0	0.00323	0	0.07707	0.12291	0	0	0.02747	0	0	0	0.00385	0	0.29369	0	0	0	0	0	0	0	0	0	0	0	0.12621	0	0	0	0	0	0	0.05061	0.07892	0	0	0	9e-05	0	0.37669	0	0	0	0	0	0	0	0	0	0	0.17668	0.22684	0.51724	0	0	0.46441	0	0.12335	0	0	0	0.27674	0	0	0	0.26674	0	0.02291	0	0	0.44753	0.34782	0	0.23265	0	0	0	0	0.01374	0	0	0.1045	0	0	0	0	0	0.27229	0.00361	0.00504	0	0.0284	0	0.00051	0	0	0.38563	0	0	0	0	0	0	0.16906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12547	0.19132	0	0	0	0	0	0	0	0.06842	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76536	0	0.0035	0	0	0.08409	0	0.05843	0.56538	0	0.31586	0.05589	0.28983	0	0	0	0	0.01836	0.0156	0.17894	0	0	0	0	0	0.18156	0	0	0	0	0.0214	0.64224	0	0.07263	0	0	1.20457	0.02974	0	0	0	0	0	0	0	0.5697	0.82941	0	0.02528	0	0	0	0.42013	0	0.14337	0	0	0	0	0	0.00212	0.14813	0.10961	0.00401	0	0.40016	0	0.41794	0.14396	0.00413	1.26904	0	0	0	0	0	0	0	0.06457	0	0	0	0.03992	0	0	0	0	0	0	2.61677	0	0	0.10315	0.88808	0	0	0	0	0	0	1.79987	0	0	0	0	0	0	0	0	0.09134	0	0	0.43432	0	0	0	0	0	0	0.04077	0	0	0	0	0	0.06528	0	0	0	0	0	0	2.46473	0.00337	0	0	1.4558	0	0	0	3.05424	0	0.00624	0.15328	0	0	0.00144	0	0.44978	1.38858	0.00535	0	2.21745	0.05205	0	0.6567	0.05258	0	0	0	0	0	0	0	0.02335	0.04252	0.00028	0	0.2342	0.5282	0	0.63938	0	0	0	0.00429	0	0	0	0	0	0	0	0	0.0147	0	0.01826	0	0	0.25401	0	0	0	0.57065	0	0	0	0	0	0	0	0	0.25517	1.01771	0.00412	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB1791	0	0.00102	0	0.08354	0.22374	0	0	0.0491	0	2.79802	0.22098	2.57256	0.18439	0	0	0	0.17998	0.13386	0.23735	0	0.09755	0.03081	0	0.16657	0.00407	0	0	0.46049	0.45201	0	0.04696	0	0.00887	0.18935	0	0	0	0	0	0.03585	0.02194	0.22323	0.28019	0	0.02571	0	0	0.03827	0	0	0	0.19471	0	0.12465	0	0	0	0	0	0	0	0	0.00274	0	0.41539	0.01018	0	0	0.02085	0.05287	0.19665	0.29549	1.21555	0	0	0	0	0	0	0	0	0.00562	0	0	0	0.01099	0	0	0.10959	0.03648	0.0028	0.24073	0	0.00446	0	0.00031	0.00207	0	0.12384	0.03085	0	0	0	0	0	0	0	0	0.0291	0	0	0	0	0	0	0	0	0	0	0	0.00883	0	0	0	0.02041	0.02154	0	0	0	0.08216	0	0	0	0.00645	0	0.57489	0	0	0	0	0	0	0.18847	0	0	0.0104	0	0	0	0	0	0.0717	0	0	0.14386	0	0.04079	0	0	0	0	0	0.07915	0.01088	0	0	0	0.03966	0	0.00114	0	0	0	0.01766	0.37058	0	0	0	0	0	0	0	0.00366	0.08294	0	0.04027	0	0	0	0	0.18433	0	0.05495	0.48609	0	0	0	0	0	0	0	0	0.00385	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10213	0	0.00079	0	0	0.00115	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0.00225	0.00923	0	0	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135	0	0	0	0	0.004	0.01113	0	0	0	0	0	0	0	0	0	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0.00579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0	0.00041	0	0.00514	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0
